"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","MDA","Republic of Moldova","2014","2014",1766,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40330","Landlocked Developing Countries","2014","2014",93398535,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40330","Landlocked Developing Countries","2015","2015",94814606,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40330","Landlocked Developing Countries","2016","2016",95821629,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40330","Landlocked Developing Countries","2017","2017",96615516,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40330","Landlocked Developing Countries","2018","2018",98657980,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40330","Landlocked Developing Countries","2019","2019",100276492,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","ZAF","South Africa","2014","2014",112983,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","ZAF","South Africa","2015","2015",104694,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","ZAF","South Africa","2017","2017",464102,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40630","Latin America and the Caribbean","2014","2014",19288117,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40630","Latin America and the Caribbean","2015","2015",18889890,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40630","Latin America and the Caribbean","2016","2016",17688599,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40630","Latin America and the Caribbean","2017","2017",17632185,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40630","Latin America and the Caribbean","2018","2018",17248748,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","40630","Latin America and the Caribbean","2019","2019",16477891,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","BDI","Burundi","2014","2014",101313,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","BDI","Burundi","2017","2017",111089,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","OMN","Oman","2014","2014",95452,"+","National Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","OMN","Oman","2015","2015",50897,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","OMN","Oman","2016","2016",50735,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","OMN","Oman","2017","2017",54579,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","OMN","Oman","2018","2018",57277,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","PER","Peru","2014","2014",193541,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","PER","Peru","2015","2015",193773,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","PER","Peru","2016","2016",189646,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","PER","Peru","2017","2017",214325,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","PER","Peru","2018","2018",217201,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","GNB","Guinea-Bissau","2014","2014",136348,"‡","UIS Estimation"
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","MLT","Malta","2018","2018",9818,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","BFA","Burkina Faso","2014","2014",1728217,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","BFA","Burkina Faso","2018","2018",1651809,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","GRD","Grenada","2014","2014",373,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","KEN","Kenya","2014","2014",655695,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","KEN","Kenya","2018","2018",631237,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40603","Africa (Northern)","2014","2014",25687704,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40603","Africa (Northern)","2015","2015",25532622,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40603","Africa (Northern)","2016","2016",27491647,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40603","Africa (Northern)","2017","2017",26647620,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40603","Africa (Northern)","2018","2018",27123904,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40603","Africa (Northern)","2019","2019",27169184,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","QAT","Qatar","2014","2014",4657,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","QAT","Qatar","2016","2016",4836,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","QAT","Qatar","2017","2017",4958,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","CMR","Cameroon","2018","2018",1345816,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","PRI","Puerto Rico","2017","2017",30793,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","VEN","Venezuela (Bolivarian Republic of)","2015","2015",52573,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","VEN","Venezuela (Bolivarian Republic of)","2016","2016",63331,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","MAR","Morocco","2018","2018",1093073,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40344","Small Island Developing States","2014","2014",7414232,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40344","Small Island Developing States","2015","2015",7444012,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40344","Small Island Developing States","2016","2016",7338919,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40344","Small Island Developing States","2017","2017",7412862,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40344","Small Island Developing States","2018","2018",7500899,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40344","Small Island Developing States","2019","2019",7592029,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","LKA","Sri Lanka","2016","2016",278993,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","LKA","Sri Lanka","2017","2017",301644,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","LKA","Sri Lanka","2018","2018",327358,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","LVA","Latvia","2018","2018",309,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40525","Arab States","2014","2014",56123764,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40525","Arab States","2015","2015",63274424,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40525","Arab States","2016","2016",60845663,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40525","Arab States","2017","2017",59613283,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40525","Arab States","2018","2018",68841135,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40525","Arab States","2019","2019",69479153,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40030","Middle income countries","2014","2014",267065348,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40030","Middle income countries","2015","2015",263225707,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40030","Middle income countries","2016","2016",259882737,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40030","Middle income countries","2017","2017",259043645,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40030","Middle income countries","2018","2018",256847061,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","40030","Middle income countries","2019","2019",253479468,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","SSD","South Sudan","2018","2018",2694171,"‡","UIS Estimation"
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40510","World","2014","2014",195071815,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40510","World","2015","2015",192559986,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40510","World","2016","2016",191335659,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40510","World","2017","2017",192538444,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40510","World","2018","2018",192447033,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","40510","World","2019","2019",192120106,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","DOM","Dominican Republic","2014","2014",214113,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","DOM","Dominican Republic","2015","2015",204855,,
"ILLPOP_AG25T64_M","Illiterate population, 25-64 years, male (number)","DOM","Dominican Republic","2016","2016",150852,,
"ILLPOP_AG25T64","Illiterate population, 25-64 years, both sexes (number)","BEN","Benin","2018","2018",2576798,"‡","UIS Estimation"
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","KWT","Kuwait","2015","2015",44869,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","KWT","Kuwait","2017","2017",42102,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","KWT","Kuwait","2018","2018",41140,,
"ILLPOP_AG25T64_F","Illiterate population, 25-64 years, female (number)","NIC","Nicaragua","2015","2015",266032,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","RWA","Rwanda","2014","2014",1145612,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","RWA","Rwanda","2018","2018",1164074,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","PRT","Portugal","2018","2018",109622,"‡","UIS Estimation"
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40540","Sub-Saharan Africa","2014","2014",11451674,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40540","Sub-Saharan Africa","2015","2015",11722905,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40540","Sub-Saharan Africa","2016","2016",11960412,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40540","Sub-Saharan Africa","2017","2017",12545774,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40540","Sub-Saharan Africa","2018","2018",12762478,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","40540","Sub-Saharan Africa","2019","2019",13039750,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","PRY","Paraguay","2014","2014",45777,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","PRY","Paraguay","2015","2015",47347,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","PRY","Paraguay","2016","2016",55334,,
"ILLPOP_AG65T99_F","Elderly illiterate population, 65+ years, female (number)","PRY","Paraguay","2018","2018",73725,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","CIV","Côte d'Ivoire","2014","2014",250260,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","CIV","Côte d'Ivoire","2018","2018",261729,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","UGA","Uganda","2018","2018",939689,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40520","Latin America and the Caribbean","2014","2014",17559723,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40520","Latin America and the Caribbean","2015","2015",17468526,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40520","Latin America and the Caribbean","2016","2016",16621238,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40520","Latin America and the Caribbean","2017","2017",16532986,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40520","Latin America and the Caribbean","2018","2018",16283755,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40520","Latin America and the Caribbean","2019","2019",15381794,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","JOR","Jordan","2018","2018",70312,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","PAK","Pakistan","2014","2014",33843894,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","PAK","Pakistan","2017","2017",35031088,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40613","Asia (South-eastern)","2014","2014",11910802,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40613","Asia (South-eastern)","2015","2015",11140776,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40613","Asia (South-eastern)","2016","2016",11198626,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40613","Asia (South-eastern)","2017","2017",10886457,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40613","Asia (South-eastern)","2018","2018",10911822,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40613","Asia (South-eastern)","2019","2019",10776846,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","SLE","Sierra Leone","2018","2018",1084522,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","BRN","Brunei Darussalam","2018","2018",9199,"‡","UIS Estimation"
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40675","World","2014","2014",50837242,,
"ILLPOP_AG65T99_M","Elderly illiterate population, 65+ years, male (number)","40675","World","2015","2015",50616978,,
